Sex,Age,Fare,Pclass1,Pclass2,Pclass3,Embarked1,Embarked2,Embarked3,Master,Miss,Mr,Mrs,Officer,Royalty,Large_Family,Single,Small_Family,Survived
1,-0.5816283106401147,-0.5035948611437696,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.6586519408900796,0.734502563508859,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.2715582477575661,-0.4905435931060373,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
0,0.4260993937281682,0.38292460482664,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,0.4260993937281682,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.48023212459563336,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1.898932192420274,0.35899728009079734,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-2.1319786250528576,-0.23628555651910413,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,-0.19404073203692898,-0.428510432742398,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0,-1.201768436405212,-0.06234985723935256,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-1.9769435936115833,-0.32087710861551727,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
0,2.2090022553028223,-0.13042527132416426,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.736663342081389,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.7361694566107168,-0.03906639506003812,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,-1.201768436405212,-0.49191252610910613,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1.9764497081409111,-0.33441175695094333,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,-2.1319786250528576,-0.08063710066170397,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,-0.11652321631629182,-0.39241739267419806,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0.1160293308456196,-0.2957413331354402,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,-0.11652321631629182,-0.5040782414414634,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
1,0.4260993937281682,-0.14105963787342762,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.34858187800753104,-0.39241739267419806,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-1.1242509206845748,-0.4885288640252496,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,0.0426248752502123,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-1.6668735307290348,-0.23628555651910413,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0.6586519408900796,-0.03689118372041605,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1,-0.11652321631629182,-0.5040782414414634,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.8141808578020261,4.441385584263695,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,-0.11652321631629182,-0.4914291458114123,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,-0.4911081812937436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.8136869723313539,-0.10778760522256871,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.11652321631629182,2.1892355694183183,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.11652321631629182,-0.49392725518989383,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,2.8291423810679195,-0.440755422443577,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,0.9450146831545043,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.9687220037726282,0.36165587172811325,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.11652321631629182,-0.5039970335514509,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
1,-0.6591458263607518,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.8916983735226632,-0.2957413331354402,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,-1.201768436405212,-0.4264144957715976,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
0,0.8136869723313539,-0.4605740146490223,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,-0.19404073203692898,-0.23773569741218548,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,-0.11652321631629182,-0.4911081812937436,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-2.0544611093322205,0.16016749547981565,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,-0.8141808578020261,-0.4914291458114123,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.3440793629048191,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,-0.11652321631629182,-0.49392725518989383,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,-0.2246032214844406,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8916983735226632,-0.2996083755169905,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,-1.744391046449672,0.123591075113922,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,-0.6591458263607518,-0.4929604945945062,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1.5113446138170883,0.8398001940372836,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.03900570059565468,-0.14105963787342762,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,2.7516248653472823,0.5546058183979476,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.11652321631629182,0.0426248752502123,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-0.6591458263607518,-0.440755422443577,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.07776445845597325,-0.5039970335514509,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-1.8994260778909462,-0.10722301703486238,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,-1.4343209835671233,0.2630462909985802,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,-0.5816283106401147,-0.5039970335514509,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0.6586519408900796,0.9030418051451572,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,1.2012745509345397,0.9702316665245938,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-1.9769435936115833,-0.10432273524869967,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,-0.11652321631629182,-0.10778760522256871,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.3489943737717696,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
0,-0.03900570059565468,-0.440755422443577,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,-0.8141808578020261,-0.48603268816795886,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.9692158892433004,-0.4905435931060373,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
1,-0.2715582477575661,-0.4762838743240705,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.19354684656625676,-0.440755422443577,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.0467334049639376,0.2630462909985802,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.6591458263607518,0.777362927744772,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.2715582477575661,-0.3643001275179457,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.19354684656625676,0.4485831174229828,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.34907576347820324,-0.495860776380669,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.4911081812937436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-2.2226741184460033,-0.08305400215017292,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0.03851181512498246,-0.40256837892576763,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.5816283106401147,-0.46975824030520436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.03900570059565468,-0.4600906343513286,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-0.11652321631629182,-0.4932021847433531,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,0.26691333338013057,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.9692158892433004,-0.440755422443577,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
0,0.2710643622868939,-0.3373120387371061,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-1.0467334049639376,0.020872761853991784,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.11652321631629182,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.5041107949194775,4.441385584263695,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,-0.4265932791988404,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.03900570059565468,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.736663342081389,-0.49191252610910613,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.2787920666551769,0.5390564409817339,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.2715582477575661,-0.2459531624729799,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,2.2865197710234595,-0.5035948611437696,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,3.216729959671105,0.02627115301863608,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.5041107949194775,0.5812710091399279,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,0.34858187800753104,-0.19906527359668233,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,0.34858187800753104,-0.14105963787342762,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.11652321631629182,-0.4911081812937436,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.4911081812937436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.6591458263607518,0.850595042845381,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.2710643622868939,-0.47644435658290485,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.5811344251694425,-0.4905435931060373,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.11652321631629182,-0.4911081812937436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.6591458263607518,-0.495860776380669,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,-0.49344387489220004,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0.6586519408900796,-0.4911081812937436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.11652321631629182,-0.17682977990276808,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1,1.356309582375814,0.36165587172811325,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.1630096785448933,-0.3643001275179457,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.5816283106401147,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.736663342081389,-0.45380669048130934,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.9692158892433004,-0.3642208531491239,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1,-0.6591458263607518,-0.4905435931060373,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,3.1779712018107866,-0.49392725518989383,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.03900570059565468,-0.23773569741218548,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.4265932791988404,4.142091972101227,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-2.1319786250528576,-0.03906639506003812,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.6591458263607518,0.777362927744772,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.11652321631629182,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.23230560442657533,-0.06234985723935256,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.23230560442657533,-0.39241739267419806,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,1.898932192420274,0.850595042845381,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-1.3568034678464862,-0.4264144957715976,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
1,-0.11652321631629182,-0.49392725518989383,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.4265932791988404,-0.5056888645933791,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-0.11652321631629182,-0.21147267907788653,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1,1.2012745509345397,-0.5089120444184012,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.2710643622868939,-0.4911081812937436,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.736663342081389,-0.50746190352532,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1.356309582375814,-0.3634145748125707,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,-0.03900570059565468,-0.14105963787342762,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.34907576347820324,-0.39241739267419806,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.5041107949194775,-0.3528614161533199,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.8141808578020261,-0.1355819723399616,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,0.5811344251694425,0.38292460482664,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-1.0467334049639376,-0.4655682998847946,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.4265932791988404,0.8875736356189561,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.11652321631629182,-0.3489943737717696,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.5816283106401147,-0.49392725518989383,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
0,-0.4265932791988404,-0.3373120387371061,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.8141808578020261,-0.5132624670976453,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.8916983735226632,-0.4214202105358254,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.8141808578020261,0.06679389013490176,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.19404073203692898,-0.4930417024845188,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-1.5893560150083976,0.020872761853991784,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,0.5423756673091239,-0.14105963787342762,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.9687220037726282,-0.39241739267419806,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1.6663796452583626,-0.4016016183303801,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.5816283106401147,0.643949965581286,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,2.0152084660012295,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.8524457301916725,-0.3634145748125707,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.11652321631629182,-0.5023864103995351,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.6663796452583626,0.5430046912532968,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-1.0467334049639376,-0.49425015322875326,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,0.03851181512498246,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.4762838743240705,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,0.7009888407091532,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,1.1237570352139026,-0.33247823576016816,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.8136869723313539,-0.33924555992788125,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,-0.2715582477575661,-0.49344387489220004,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.9692158892433004,-0.4762838743240705,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-2.2094961407734948,0.123591075113922,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,-1.5893560150083976,-0.24691992306836752,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
0,-0.11652321631629182,0.41966150745136793,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,1.2012745509345397,-0.10432273524869967,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,-0.11652321631629182,-0.14250977876650897,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,0.4485831174229828,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,2.4415548024647338,0.00395445143470916,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-1.9769435936115833,-0.08063710066170397,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,-2.2094961407734948,-0.428510432742398,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1,-0.6591458263607518,-0.4905435931060373,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,2.053967223861548,-0.05026534979700783,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.8916983735226632,-0.49191252610910613,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.11652321631629182,-0.15137110638383156,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,1.5888621295377254,-0.08861287557365152,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0.03851181512498246,-0.39241739267419806,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.5036169094488053,-0.6437751474749684,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.11652321631629182,0.7009888407091532,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.11652321631629182,-0.3527802082633073,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-1.5893560150083976,-0.03689118372041605,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1,-2.2094961407734948,0.1102981169273428,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
0,-1.9769435936115833,-0.21791710520674015,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1,-0.11652321631629182,0.3229854479126101,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.11652321631629182,-0.3440793629048191,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
1,1.2012745509345397,-0.13042527132416426,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,0.8136869723313539,-0.3440793629048191,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.5036169094488053,-0.4911081812937436,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.19354684656625676,-0.39241739267419806,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,-0.8141808578020261,-0.39241739267419806,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.8141808578020261,-0.49191252610910613,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1,-2.0544611093322205,-0.14105963787342762,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
0,1.1237570352139026,-0.10778760522256871,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,2.2090022553028223,2.1892355694183183,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,-0.11652321631629182,-0.49392725518989383,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.9687220037726282,-0.48127815955984277,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.11652321631629182,-0.49392725518989383,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
0,-0.4265932791988404,-0.39241739267419806,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.4600906343513286,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,0.7009888407091532,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0.34858187800753104,-0.5181774779645959,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.2400333087948583,-0.5040782414414634,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.8916983735226632,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-2.1319786250528576,-0.4414804928901177,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,0.19354684656625676,-0.3373120387371061,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.2715582477575661,-0.2805148537580858,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
0,-1.0467334049639376,-0.49392725518989383,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,0.8136869723313539,-0.04438357833466977,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1,-0.4265932791988404,-0.50746190352532,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.4260993937281682,-0.23773569741218548,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.5816283106401147,-0.5035948611437696,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.03851181512498246,-0.39241739267419806,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.11652321631629182,-0.49392725518989383,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.1160293308456196,1.546420981375591,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,-0.19404073203692898,-0.4905435931060373,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1,0.9687220037726282,-0.12172442596567605,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.19354684656625676,0.8313410388276422,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,0.03851181512498246,-0.440755422443577,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-1.0467334049639376,-0.48812669161756833,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
