Sex,Age,Fare,Pclass1,Pclass2,Pclass3,Embarked1,Embarked2,Embarked3,Master,Miss,Mr,Mrs,Officer,Royalty,Large_Family,Single,Small_Family,Survived
1,-0.9635261603998736,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.19998731953359034,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.4659156059928458,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.5635515213326929,1.0959750535582078,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-0.5470504290182645,-0.46281403325954107,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.7552882947090691,-0.4405870345014455,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.6511693618636668,-0.5034024657743245,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.8247009166060039,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.15131327596858496,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0.3553136556418884,0.969860995387274,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.06116207573972066,-0.4932553576456286,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,2.0212165811683245,-0.3826035594803265,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.7270650012661568,-0.03687708966690451,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
1,-0.4082251852243949,-0.4405870345014455,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.4976041182722125,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0.9800272527143019,-0.1410057468923307,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-1.5188271355753522,-0.13617379064057078,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,-0.7552882947090691,-0.4405870345014455,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.2164884118480187,-0.4062801451139501,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.3641609488586093,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.1305746976366555,-0.3439479094662472,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1,-0.06116207573972066,-0.4405870345014455,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.5470504290182645,-0.5058184439002044,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.008250546157214175,-0.5038856613995004,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.9800272527143019,1.0959750535582078,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,-0.33881256332746,-0.4932553576456286,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
0,-0.4082251852243949,-0.3632757344732868,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,0.49413889943575806,0.372229183909602,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,1.6741534716836504,-0.1410057468923307,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,-0.1305746976366555,-0.5034024657743245,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.06116207573972066,-0.44131182793920953,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,2.229454446859129,-0.13037544313845886,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.008250546157214175,-0.33235121446202337,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.7717893870234974,-0.2528655341205728,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,-0.06116207573972066,-0.3488610425830367,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.1305746976366555,0.8872345434821796,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,0.008250546157214175,1.028327666033569,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
0,0.3553136556418884,9.258679926521264,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,1.396502984095911,-0.1410057468923307,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.1305746976366555,-0.49373855327080457,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-1.8658902450600265,-0.03687708966690451,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1
1,1.5353282278897806,0.8959320647353475,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,0.7023767651265626,-0.6435291970753619,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.49373855327080457,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0.4247262775388232,-0.4405870345014455,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.9635261603998736,0.12354385789152472,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.33881256332746,-0.4932553576456286,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,1.9518039592713896,2.322567148067463,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,0.3553136556418884,1.977967490451951,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.04436662185713237,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.33881256332746,-0.6435291970753619,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,0.7717893870234974,-0.26663660943808853,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,0.49413889943575806,-0.06949279436628394,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.1305746976366555,-0.49373855327080457,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
0,2.2988670687560635,0.8632351831709382,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,1.0494398746112368,-0.49373855327080457,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.6435291970753619,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-1.588239757472287,-0.08060629374533174,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0.3553136556418884,-0.2521407406828088,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,2.4376923125499332,-0.49373855327080457,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.49172459390507106,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.9635261603998736,-0.45991485950848515,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.7552882947090691,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.1410057468923307,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.2164884118480187,-0.47610191295188087,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,0.008250546157214175,-0.45991485950848515,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.5470504290182645,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.8412020089204323,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-0.5470504290182645,-0.49373855327080457,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
0,-0.2693999414305252,0.8804698047297155,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
0,-0.7552882947090691,1.1168336423058052,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,0.4247262775388232,-0.3946834501097263,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.4082251852243949,-0.4724779457630609,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,-0.4082251852243949,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.10774642562021683,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.44293149617286226,-0.5038044845344709,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-1.9353028669569614,2.2856026827414997,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.1305746976366555,-0.0540305343606522,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,1.396502984095911,4.140509510927102,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.1305746976366555,-0.49373855327080457,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.19415726566168978,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
1,-0.7552882947090691,-0.6435291970753619,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.40483055823842207,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-2.010268498605651,2.2856026827414997,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
0,-0.1305746976366555,1.4996038215277192,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,-0.8941135385029387,1.4612709461912579,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,0.008250546157214175,-0.17966139690641003,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0.008250546157214175,0.45678841831540057,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,-0.4082251852243949,0.9637398732075445,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,-0.8247009166060039,4.42760888914667,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,-0.2693999414305252,-0.1410057468923307,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,-0.1305746976366555,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.910614630817367,-0.13617379064057078,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.2693999414305252,-0.49172459390507106,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
0,-0.4082251852243949,-0.1410057468923307,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,1.6741534716836504,-0.37293964697680665,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0.07766316805414901,2.5429855300127446,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,0.7023767651265626,1.9560632663714732,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,-0.5470504290182645,-0.5034024657743245,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.19998731953359034,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.008250546157214175,-0.40483055823842207,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0,-0.5470504290182645,-0.0830222718712117,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.1305746976366555,0.7007210321642466,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.4247262775388232,1.977967490451951,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,2.160041824962194,-0.522971888593952,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.4247262775388232,-0.3922674719838463,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,0.07766316805414901,-0.24682558880587288,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0,-0.9635261603998736,0.47708263457279215,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,-0.1305746976366555,-0.19415726566168978,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1,1.084146185559704,-0.09268618437473153,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.5635515213326929,2.322567148067463,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.9635261603998736,-0.29562834694864804,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.1305746976366555,1.9396346151154895,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.1305746976366555,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.06116207573972066,0.6437039483934796,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0.7717893870234974,1.9560632663714732,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,1.0494398746112368,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,1.0494398746112368,0.04260859067454612,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-1.9353028669569614,-0.1410057468923307,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
0,-0.4082251852243949,4.43968877977607,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
1,-0.1305746976366555,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.33881256332746,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.4247262775388232,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.4082251852243949,-0.3922674719838463,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
0,0.7023767651265626,-0.3922674719838463,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
0,-0.1305746976366555,-0.33235121446202337,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-1.8658902450600265,-0.3362167794634313,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
1,0.8412020089204323,-0.47610191295188087,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.4776378071213297,-0.465230011385421,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,0.032944678171026295,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-1.0329387822968084,-0.5038044845344709,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.33881256332746,-0.2994939119500559,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.1305746976366555,-0.5038856613995004,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.45991485950848515,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.5470504290182645,0.4195011783118196,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,0.5635515213326929,-0.3922674719838463,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.49124139827989505,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
0,-0.1305746976366555,-0.49124139827989505,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1,0.7023767651265626,-0.10428287937895536,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1,-0.06116207573972066,-0.10774642562021683,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.0494398746112368,-0.3641609488586093,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0.3553136556418884,-0.5072680307757323,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.3439479094662472,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0.008250546157214175,-0.5034024657743245,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,2.090629203065259,0.8108896347043728,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.1305746976366555,-0.5038044845344709,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
0,-0.1305746976366555,-0.49373855327080457,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
0,-0.4082251852243949,0.6958890759124867,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,-0.33881256332746,0.42803827861742894,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1,-0.8247009166060039,-0.5179795113946337,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.7552882947090691,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.5470504290182645,1.977967490451951,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-1.8658902450600265,-0.23619528505200105,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
0,-0.1305746976366555,0.9446536460130929,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,-0.5470504290182645,-0.5034024657743245,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.19998731953359034,3.444305791913527,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6858756728121342,-0.5659762992346153,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.7552882947090691,-0.4932553576456286,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.8412020089204323,3.754034187651338,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,-2.004715488853896,-0.33927637416204565,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1,0.14707578995108386,-0.49035618389457264,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.3553136556418884,0.3615177032907006,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.1305746976366555,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.8247009166060039,0.7770659409420534,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-2.004715488853896,0.26294579575479826,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,0.4247262775388232,-0.3922674719838463,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.494140572030951,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,-0.8941135385029387,-0.411595296990886,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,0.4247262775388232,1.675809803769398,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,-0.6164630509151994,-0.49285333888548216,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.49035618389457264,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.4776378071213297,1.5458301805970562,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,-0.4082251852243949,-0.3207545194577996,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.5470504290182645,-0.49285333888548216,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.07766316805414901,-0.49172459390507106,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,1.1188524965081716,-0.1410057468923307,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.4776378071213297,-0.4405870345014455,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.1305746976366555,-0.39903221073631023,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,0.6329641432296277,-0.49035618389457264,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.2693999414305252,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.6164630509151994,-0.4536333163811973,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.1305746976366555,-0.3371831707137833,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.6858756728121342,-0.47610191295188087,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0.2859010337449535,-0.237644871927529,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,1.4659156059928458,-0.49373855327080457,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-1.8658902450600265,-0.2811324781933683,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1,-0.6164630509151994,-0.4932553576456286,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.15131327596858496,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1,-0.1305746976366555,-0.49092055638477816,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.1305746976366555,-0.5109731748295818,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0.2164884118480187,1.0959750535582078,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1,-0.1305746976366555,-0.6435291970753619,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.9800272527143019,-0.49035618389457264,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-0.1305746976366555,-0.4879402057686927,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0.2859010337449535,-0.015374884346572871,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,-0.8247009166060039,-0.3922674719838463,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,0.008250546157214175,-0.3922674719838463,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.3800018917814827,-0.17676222315535411,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.1305746976366555,-0.49092055638477816,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.6164630509151994,-0.49406132794842217,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.06116207573972066,-0.4913225751449246,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.3652085169739908,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,-0.8247009166060039,-0.2528655341205728,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,-0.1305746976366555,-0.5034024657743245,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.1305746976366555,-0.1410057468923307,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,-0.7552882947090691,-0.1410057468923307,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.49373855327080457,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0.14707578995108386,-0.4879402057686927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
1,-0.1305746976366555,-0.13037544313845886,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,-0.1305746976366555,-0.33235121446202337,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
0,0.8412020089204323,-0.1410057468923307,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.8941135385029387,-0.5058184439002044,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1.396502984095911,0.43689622081815527,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-1.1023514041937432,1.675809803769398,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,-0.6164630509151994,0.0208647875416265,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
0,-0.4082251852243949,-0.2811324781933683,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,2.3682796906529986,4.43968877977607,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0.07766316805414901,-0.4405870345014455,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1.0494398746112368,-0.13617379064057078,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,-0.6858756728121342,-0.45991485950848515,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,-0.33881256332746,-0.4932553576456286,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
